userID,designId,pair_index,areas,walls
649bc10e9fed27bdf4fcf3c9,66c728f7058f2d3fea5fb205,0,,
649bc10e9fed27bdf4fcf3c9,66c728f7058f2d3fea5fb205,0,,
649bc10e9fed27bdf4fcf3c9,66c728f7058f2d3fea5fb205,1,,
64ae0124d538ee22ee28b0d6,6688ab508a2871c37d465597,0,,
64ae0124d538ee22ee28b0d6,6688ab508a2871c37d465597,1,,
64b3e0c3d79c6903bf42f086,66bd9b05a4cbf43b237f397e,0,,
64b3e0c3d79c6903bf42f086,66bd9b05a4cbf43b237f397e,1,,
64b9ee2b47e51f61b1b7f528,66b0e2096f06b02b8533b94e,0,,
64b9ee2b47e51f61b1b7f528,66b0e2096f06b02b8533b94e,1,,
64c0dfe2a44c1f3e3a1ff505,66af43b8c2765925eae1f04b,0,,
64c0dfe2a44c1f3e3a1ff505,66af43b8c2765925eae1f04b,0,,
64c0dfe2a44c1f3e3a1ff505,66af43b8c2765925eae1f04b,1,,
64ca38551d2c477e64a696b6,667ae9a5052762081da9989d,0,,
64ca38551d2c477e64a696b6,667ae9a5052762081da9989d,1,,
64cccf97bd2a9f822f718bcd,66c410f35ed864dd2aa80b5e,0,,
64cccf97bd2a9f822f718bcd,66c410f35ed864dd2aa80b5e,0,,
64cccf97bd2a9f822f718bcd,66c410f35ed864dd2aa80b5e,1,,
64d133ab0c8bd17d69cf2213,66b1576376ba06cdbd96e696,0,,
64d133ab0c8bd17d69cf2213,66b1576376ba06cdbd96e696,0,,
64d133ab0c8bd17d69cf2213,66b1576376ba06cdbd96e696,1,,
64d92fbb31a3f19cabaf1462,66b1221ff50b64d9035e95c0,0,,
64d92fbb31a3f19cabaf1462,66b1221ff50b64d9035e95c0,1,,
64e4e32f99575039e098228c,66a4804d829821e0336277fe,0,,
64e4e32f99575039e098228c,66a4804d829821e0336277fe,0,,
64e4e32f99575039e098228c,66a4804d829821e0336277fe,1,,
64e4e32f99575039e098228c,66a4c544c9a6b8366cf4d2ba,0,,
64e4e32f99575039e098228c,66a4c544c9a6b8366cf4d2ba,1,,
64eb074f0247b31788476b5e,66b232e5ff29ebc2d13c4e73,0,,
64eb074f0247b31788476b5e,66b232e5ff29ebc2d13c4e73,0,,
64eb074f0247b31788476b5e,66b232e5ff29ebc2d13c4e73,1,,
6500558541789f0b159ab264,66b2b7d98caf789bc3d649e2,0,,
6500558541789f0b159ab264,66b2b7d98caf789bc3d649e2,0,,
6500558541789f0b159ab264,66b2b7d98caf789bc3d649e2,1,,
65049baa287df084c60e98b5,6682dcf0036b61f742fce654,0,,
65049baa287df084c60e98b5,6682dcf0036b61f742fce654,1,,
6504ac4c019f3efd22261c51,66830225c07c20464ec95980,0,,
6504ac4c019f3efd22261c51,66830225c07c20464ec95980,0,,
6504ac4c019f3efd22261c51,66830225c07c20464ec95980,1,,
651439a88d919ebfda89ac34,66c4afefad43123f95a702ff,0,,
651439a88d919ebfda89ac34,66c4afefad43123f95a702ff,1,,
6525aa4113e09e761c139098,66b0d890ab34d969845c9b5c,0,,
6525aa4113e09e761c139098,66b0d890ab34d969845c9b5c,0,,
6525aa4113e09e761c139098,66b0d890ab34d969845c9b5c,1,,
6547acb55e6a78d98b019c88,66a4c433c9a6b8366cf4d2ad,0,,
6547acb55e6a78d98b019c88,66a4c433c9a6b8366cf4d2ad,1,,
6550c3556160c7985a4199f5,66b2152588c7c4dee8c7c037,0,,
6550c3556160c7985a4199f5,66b2152588c7c4dee8c7c037,0,,
6550c3556160c7985a4199f5,66b2152588c7c4dee8c7c037,1,,
65564c43a99ebc1f7e1f9ff8,666ccb49e8df74ac1688fb22,0,,
65564c43a99ebc1f7e1f9ff8,666ccb49e8df74ac1688fb22,1,,
65564c43a99ebc1f7e1f9ff8,666cce7bf3e86dc29017e127,0,,
65564c43a99ebc1f7e1f9ff8,666cce7bf3e86dc29017e127,0,,
65564c43a99ebc1f7e1f9ff8,666cce7bf3e86dc29017e127,1,,
65564c43a99ebc1f7e1f9ff8,6670b82a3badf8745c9d2194,0,,
65564c43a99ebc1f7e1f9ff8,6670b82a3badf8745c9d2194,1,,
65564c43a99ebc1f7e1f9ff8,6670b9a145d3a57f4e96202b,0,,
65564c43a99ebc1f7e1f9ff8,6670b9a145d3a57f4e96202b,1,,
65564c43a99ebc1f7e1f9ff8,6671967c88293a5c904c27d3,0,,
65564c43a99ebc1f7e1f9ff8,6671967c88293a5c904c27d3,1,,
6558e1763be130a7019d2d30,66cda3c08eefb80cf246e3eb,0,,
6558e1763be130a7019d2d30,66cda3c08eefb80cf246e3eb,0,,
6558e1763be130a7019d2d30,66cda3c08eefb80cf246e3eb,1,,
655bbf7a477825e830f157fc,6686cc0838dc56dc63011f4a,0,,
655bbf7a477825e830f157fc,6686cc0838dc56dc63011f4a,0,,
655bbf7a477825e830f157fc,6686cc0838dc56dc63011f4a,1,,
6564df34b0f3239733f78416,66cb47baefd49dde14ab35dc,0,,
6564df34b0f3239733f78416,66cb47baefd49dde14ab35dc,0,,
6564df34b0f3239733f78416,66cb47baefd49dde14ab35dc,1,,
6568600729e2174072dc7d0d,66ae5988c06c4376ab0cb88e,0,,
6568600729e2174072dc7d0d,66ae5988c06c4376ab0cb88e,0,,
6568600729e2174072dc7d0d,66ae5988c06c4376ab0cb88e,1,,
65786a49a80070734246ea23,66ae5f45ca28828df9bc8a6b,0,,
65786a49a80070734246ea23,66ae5f45ca28828df9bc8a6b,0,,
65786a49a80070734246ea23,66ae5f45ca28828df9bc8a6b,1,,
657c3c3bf6de94398b3d595d,66727982872c61ab82dd1f13,0,,
657c3c3bf6de94398b3d595d,66727982872c61ab82dd1f13,1,,
657c3c3bf6de94398b3d595d,66727eec872c61ab82dd1f22,0,,
657c3c3bf6de94398b3d595d,66727eec872c61ab82dd1f22,1,,
6587cdaeea09b086e0a2a0c8,66a9238fa3ec921f1733d3b0,0,,
6587cdaeea09b086e0a2a0c8,66a9238fa3ec921f1733d3b0,0,,
6587cdaeea09b086e0a2a0c8,66a9238fa3ec921f1733d3b0,1,,
658bf4150e3dd858e8b7e90a,66acaccccfc535435e5eeb41,0,,
658bf4150e3dd858e8b7e90a,66acaccccfc535435e5eeb41,0,,
658bf4150e3dd858e8b7e90a,66acaccccfc535435e5eeb41,1,,
658bf4150e3dd858e8b7e90a,66acb6a3cfc3a3a88871fef3,0,,
658bf4150e3dd858e8b7e90a,66acb6a3cfc3a3a88871fef3,0,,
658bf4150e3dd858e8b7e90a,66acb6a3cfc3a3a88871fef3,1,,
6593e3ce93ef5b98876d8e7b,66cc93ba17fcd8a8ebafeace,0,,
6593e3ce93ef5b98876d8e7b,66cc93ba17fcd8a8ebafeace,0,,
6593e3ce93ef5b98876d8e7b,66cc93ba17fcd8a8ebafeace,1,,
659f6322b5deaaa49311bf15,66ab497494d7594d70445cb5,0,,
659f6322b5deaaa49311bf15,66ab497494d7594d70445cb5,0,,
659f6322b5deaaa49311bf15,66ab497494d7594d70445cb5,1,,
65a0177577be77e36480bd16,6668af1d68765e41944f3e32,0,,
65a0177577be77e36480bd16,6668af1d68765e41944f3e32,0,,
65a0177577be77e36480bd16,6668af1d68765e41944f3e32,1,,
65a0177577be77e36480bd16,6668b0c868765e41944f3e4d,0,,
65a0177577be77e36480bd16,6668b0c868765e41944f3e4d,0,,
65a0177577be77e36480bd16,6668b0c868765e41944f3e4d,1,,
65a0177577be77e36480bd16,6668ba6668765e41944f3ed8,0,,
65a0177577be77e36480bd16,6668ba6668765e41944f3ed8,0,,
65a0177577be77e36480bd16,6668ba6668765e41944f3ed8,1,,
65a0177577be77e36480bd16,666af72702f8c7ce513af4a7,0,,
65a0177577be77e36480bd16,666af72702f8c7ce513af4a7,0,,
65a0177577be77e36480bd16,666af72702f8c7ce513af4a7,1,,
65a0177577be77e36480bd16,666af9d902f8c7ce513af4ca,0,,
65a0177577be77e36480bd16,666af9d902f8c7ce513af4ca,0,,
65a0177577be77e36480bd16,666af9d902f8c7ce513af4ca,1,,
65a0177577be77e36480bd16,666afbf46bc997ba5cd26126,0,,
65a0177577be77e36480bd16,666afbf46bc997ba5cd26126,0,,
65a0177577be77e36480bd16,666afbf46bc997ba5cd26126,1,,
65a0177577be77e36480bd16,666afc6a6bc997ba5cd2614a,0,,
65a0177577be77e36480bd16,666afc6a6bc997ba5cd2614a,0,,
65a0177577be77e36480bd16,666afc6a6bc997ba5cd2614a,1,,
65a0177577be77e36480bd16,666afcc47e26be845c6fcff8,0,,
65a0177577be77e36480bd16,666afcc47e26be845c6fcff8,0,,
65a0177577be77e36480bd16,666afcc47e26be845c6fcff8,1,,
65a0177577be77e36480bd16,666afd037e26be845c6fd00e,0,,
65a0177577be77e36480bd16,666afd037e26be845c6fd00e,0,,
65a0177577be77e36480bd16,666afd037e26be845c6fd00e,1,,
65a0177577be77e36480bd16,666afd527e26be845c6fd023,0,,
65a0177577be77e36480bd16,666afd527e26be845c6fd023,0,,
65a0177577be77e36480bd16,666afd527e26be845c6fd023,1,,
65a0177577be77e36480bd16,666afdef7e26be845c6fd03f,0,,
65a0177577be77e36480bd16,666afdef7e26be845c6fd03f,0,,
65a0177577be77e36480bd16,666afdef7e26be845c6fd03f,1,,
65a0177577be77e36480bd16,666afeed7e26be845c6fd066,0,,
65a0177577be77e36480bd16,666afeed7e26be845c6fd066,0,,
65a0177577be77e36480bd16,666afeed7e26be845c6fd066,1,,
65a0177577be77e36480bd16,666b16b87e26be845c6fd1da,0,,
65a0177577be77e36480bd16,666b16b87e26be845c6fd1da,1,,
65a0177577be77e36480bd16,666b1c3c7e26be845c6fd1f1,0,,
65a0177577be77e36480bd16,666b1c3c7e26be845c6fd1f1,1,,
65a0177577be77e36480bd16,666b1f500f0c5adfd9028d8f,0,,
65a0177577be77e36480bd16,666b1f500f0c5adfd9028d8f,1,,
65a0177577be77e36480bd16,666b558a71130311d8044c1d,0,,
65a0177577be77e36480bd16,666b558a71130311d8044c1d,0,,
65a0177577be77e36480bd16,666b558a71130311d8044c1d,1,,
65a0177577be77e36480bd16,666b5a2a71130311d8044d1f,0,,
65a0177577be77e36480bd16,666b5a2a71130311d8044d1f,1,,
65a0177577be77e36480bd16,666c4f3f71130311d8044f8c,0,,
65a0177577be77e36480bd16,666c4f3f71130311d8044f8c,1,,
65a0177577be77e36480bd16,666ccd5271130311d80453a2,0,,
65a0177577be77e36480bd16,666ccd5271130311d80453a2,1,,
65a0177577be77e36480bd16,6670971471130311d80456b8,0,,
65a0177577be77e36480bd16,6670971471130311d80456b8,1,,
65a0177577be77e36480bd16,6670a4aa71130311d80457b0,0,,
65a0177577be77e36480bd16,6670a4aa71130311d80457b0,1,,
65a0177577be77e36480bd16,6670b47f71130311d80457d7,0,,
65a0177577be77e36480bd16,6670b47f71130311d80457d7,1,,
65a0177577be77e36480bd16,6670b586cfde4a2a86672eb3,0,,
65a0177577be77e36480bd16,6670b586cfde4a2a86672eb3,1,,
65a0177577be77e36480bd16,668c1df86ff685fe860122f5,0,,
65a0177577be77e36480bd16,668c1df86ff685fe860122f5,1,,
65a0177577be77e36480bd16,668c6e8a6ff685fe86012598,0,,
65a0177577be77e36480bd16,668c6e8a6ff685fe86012598,0,,
65a0177577be77e36480bd16,668c6e8a6ff685fe86012598,1,,
65a0177577be77e36480bd16,668d502f614d203ba17e765e,0,,
65a0177577be77e36480bd16,668d502f614d203ba17e765e,0,,
65a0177577be77e36480bd16,668d502f614d203ba17e765e,1,,
65ac0494ded45d10c97a367e,66ae7d268c394659fe60ed82,0,,
65ac0494ded45d10c97a367e,66ae7d268c394659fe60ed82,0,,
65ac0494ded45d10c97a367e,66ae7d268c394659fe60ed82,1,,
65ac234285b8507cea149903,66b4ed67feb7a0339f9e9a96,0,,
65ac234285b8507cea149903,66b4ed67feb7a0339f9e9a96,1,,
65b72e0d1b2bb122add6be98,66bd6b8042c23ef97b9f0655,0,,
65b72e0d1b2bb122add6be98,66bd6b8042c23ef97b9f0655,1,,
65b72e0d1b2bb122add6be98,66bd8d987d976674aeaaaf16,0,,
65b72e0d1b2bb122add6be98,66bd8d987d976674aeaaaf16,0,,
65b72e0d1b2bb122add6be98,66bd8d987d976674aeaaaf16,1,,
65c66e2ba598c431756a49bd,66a91f8c9cecd3c4f9a64b99,0,,
65c66e2ba598c431756a49bd,66a91f8c9cecd3c4f9a64b99,0,,
65c66e2ba598c431756a49bd,66a91f8c9cecd3c4f9a64b99,1,,
65cb21065587162fbe46c6ee,66c182491f2b3cefa8f4b7c5,0,,
65cb21065587162fbe46c6ee,66c182491f2b3cefa8f4b7c5,0,,
65cb21065587162fbe46c6ee,66c182491f2b3cefa8f4b7c5,1,,
65ddc68c32a0fbb27a9a96c0,667d4dc9e3da7787d1311406,0,,
65ddc68c32a0fbb27a9a96c0,667d4dc9e3da7787d1311406,1,,
65e6d95b7afb175d318924af,66bd433bb334e014212bec34,0,,
65e6d95b7afb175d318924af,66bd433bb334e014212bec34,0,,
65e6d95b7afb175d318924af,66bd433bb334e014212bec34,1,,
65e7cf9ee6cf1f5d160b917b,66c1c3e3df7e5d06d1bace9e,0,,
65e7cf9ee6cf1f5d160b917b,66c1c3e3df7e5d06d1bace9e,1,,
65f735d6399e1ca782b4d6f4,66bb29dc77e7c98dcb17de82,0,,
65f735d6399e1ca782b4d6f4,66bb29dc77e7c98dcb17de82,0,,
65f735d6399e1ca782b4d6f4,66bb29dc77e7c98dcb17de82,1,,
65f869b8925d0ef575973066,66aad85e6f64f7a0b7b2a83a,0,,
65f869b8925d0ef575973066,66aad85e6f64f7a0b7b2a83a,0,,
65f869b8925d0ef575973066,66aad85e6f64f7a0b7b2a83a,1,,
65fb122815c9c4c53d7daeee,66a93d2afb150e2972a40c72,0,,
65fb122815c9c4c53d7daeee,66a93d2afb150e2972a40c72,1,,
65fb217525dd08f203489085,66bdc15a6dcc8638ccd82b07,0,,
65fb217525dd08f203489085,66bdc15a6dcc8638ccd82b07,0,,
65fb217525dd08f203489085,66bdc15a6dcc8638ccd82b07,1,,
65fdda48c4a35fd9500dddde,66c0e713cdc79ea76755c0c5,0,,
65fdda48c4a35fd9500dddde,66c0e713cdc79ea76755c0c5,0,,
65fdda48c4a35fd9500dddde,66c0e713cdc79ea76755c0c5,1,,
65ff3ee21e0ea89f770eb000,66a90cd8a37e6e2faf1d0bb2,0,,
65ff3ee21e0ea89f770eb000,66a90cd8a37e6e2faf1d0bb2,0,,
65ff3ee21e0ea89f770eb000,66a90cd8a37e6e2faf1d0bb2,1,,
66029176bcfd4a3f98f61a50,669cccbfac19aaadcbde57de,0,,
66029176bcfd4a3f98f61a50,669cccbfac19aaadcbde57de,1,,
66029176bcfd4a3f98f61a50,669dbc42fc2652517632df76,0,,
66029176bcfd4a3f98f61a50,669dbc42fc2652517632df76,1,,
66029176bcfd4a3f98f61a50,669dbd78e6a434d873ce3412,0,,
66029176bcfd4a3f98f61a50,669dbd78e6a434d873ce3412,1,,
66029176bcfd4a3f98f61a50,669dbfd548078a2eef6e896d,0,,
66029176bcfd4a3f98f61a50,669dbfd548078a2eef6e896d,0,,
66029176bcfd4a3f98f61a50,669dbfd548078a2eef6e896d,1,,
66029176bcfd4a3f98f61a50,669dd4a3e74f489bdf842f07,0,,
66029176bcfd4a3f98f61a50,669dd4a3e74f489bdf842f07,1,,
66029176bcfd4a3f98f61a50,66a66d6602595bf1f35a1b99,0,,
66029176bcfd4a3f98f61a50,66a66d6602595bf1f35a1b99,1,,
66029176bcfd4a3f98f61a50,66a66f109bdbe0435911c9ba,0,,
66029176bcfd4a3f98f61a50,66a66f109bdbe0435911c9ba,1,,
66029176bcfd4a3f98f61a50,66a6ae493bf4481d196a2bd8,0,,
66029176bcfd4a3f98f61a50,66a6ae493bf4481d196a2bd8,1,,
66029176bcfd4a3f98f61a50,66a6b5bbfda89635c635fb57,0,,
66029176bcfd4a3f98f61a50,66a6b5bbfda89635c635fb57,0,,
66029176bcfd4a3f98f61a50,66a6b5bbfda89635c635fb57,1,,
66029176bcfd4a3f98f61a50,66a6b687fda89635c635fb5c,0,,
66029176bcfd4a3f98f61a50,66a6b687fda89635c635fb5c,1,,
66029176bcfd4a3f98f61a50,66a6c3712758b4726db44c9b,0,,
66029176bcfd4a3f98f61a50,66a6c3712758b4726db44c9b,0,,
66029176bcfd4a3f98f61a50,66a6c3712758b4726db44c9b,1,,
66029176bcfd4a3f98f61a50,66a6c6696f152620eae4e315,0,,
66029176bcfd4a3f98f61a50,66a6c6696f152620eae4e315,0,,
66029176bcfd4a3f98f61a50,66a6c6696f152620eae4e315,1,,
66029176bcfd4a3f98f61a50,66a7f8771a6d9122426a2717,0,,
66029176bcfd4a3f98f61a50,66a7f8771a6d9122426a2717,0,,
66029176bcfd4a3f98f61a50,66a7f8771a6d9122426a2717,1,,
660ad6249440fabf890b0c63,667aedb393ff0a072c5b72c7,0,,
660ad6249440fabf890b0c63,667aedb393ff0a072c5b72c7,0,,
660ad6249440fabf890b0c63,667aedb393ff0a072c5b72c7,1,,
660d4ff4f49c970e9cd4da0f,66bf40b9ecf3364ffc9bba6f,0,,
660d4ff4f49c970e9cd4da0f,66bf40b9ecf3364ffc9bba6f,0,,
660d4ff4f49c970e9cd4da0f,66bf40b9ecf3364ffc9bba6f,1,,
660eb6d1e124eee5102b6569,666c7ae6e497a0a180b66335,0,,
660eb6d1e124eee5102b6569,666c7ae6e497a0a180b66335,1,,
660ff23c4cd1b65496571d5d,668d35a7e31d9f1627bf5562,0,,
660ff23c4cd1b65496571d5d,668d35a7e31d9f1627bf5562,1,,
66100a98ba1fb1d75193e495,66b1f4536d6f0157589c3b3c,0,,
66100a98ba1fb1d75193e495,66b1f4536d6f0157589c3b3c,1,,
6612ca5ad0b0600911bdc21b,66bfaea7992769d064ec78c8,0,,
6612ca5ad0b0600911bdc21b,66bfaea7992769d064ec78c8,0,,
6612ca5ad0b0600911bdc21b,66bfaea7992769d064ec78c8,1,,
6614cd9fd4d8daa78f2111c4,66b19e02358f68744630161c,0,,
6614cd9fd4d8daa78f2111c4,66b19e02358f68744630161c,0,,
6614cd9fd4d8daa78f2111c4,66b19e02358f68744630161c,1,,
6615130ba0d797f9419b368a,66bb47601b8f89e4fd04a8c9,0,,
6615130ba0d797f9419b368a,66bb47601b8f89e4fd04a8c9,0,,
6615130ba0d797f9419b368a,66bb47601b8f89e4fd04a8c9,1,,
661cb59e23574643b6cbf31b,66c868dc7c78f0bcee7b1e35,0,,
661cb59e23574643b6cbf31b,66c868dc7c78f0bcee7b1e35,0,,
661cb59e23574643b6cbf31b,66c868dc7c78f0bcee7b1e35,1,,
661f03eb429e14326fc140cd,66b8b1f10c1ce89c1cb15028,0,,
661f03eb429e14326fc140cd,66b8b1f10c1ce89c1cb15028,1,,
66296333c8af1b7c96ff48ea,66ae96d2d81baefe4ada2c4b,0,,
66296333c8af1b7c96ff48ea,66ae96d2d81baefe4ada2c4b,0,,
66296333c8af1b7c96ff48ea,66ae96d2d81baefe4ada2c4b,1,,
662d4b406fbdc74bfbd9ed8d,66b0a9929a14b5c80e497126,0,,
662d4b406fbdc74bfbd9ed8d,66b0a9929a14b5c80e497126,0,,
662d4b406fbdc74bfbd9ed8d,66b0a9929a14b5c80e497126,1,,
66328fcc162a9374d6162d48,668c48a040ed1769df99be0f,0,,
66328fcc162a9374d6162d48,668c48a040ed1769df99be0f,0,,
66328fcc162a9374d6162d48,668c48a040ed1769df99be0f,1,,
66328fcc162a9374d6162d48,668c48f8632d054d4f610747,0,,
66328fcc162a9374d6162d48,668c48f8632d054d4f610747,0,,
66328fcc162a9374d6162d48,668c48f8632d054d4f610747,1,,
66328fcc162a9374d6162d48,668ee8b68a06b1c483c57f7b,0,,
66328fcc162a9374d6162d48,668ee8b68a06b1c483c57f7b,0,,
66328fcc162a9374d6162d48,668ee8b68a06b1c483c57f7b,1,,
66328fcc162a9374d6162d48,668ee93a030aa4df41d7ceff,0,,
66328fcc162a9374d6162d48,668ee93a030aa4df41d7ceff,0,,
66328fcc162a9374d6162d48,668ee93a030aa4df41d7ceff,1,,
66328fcc162a9374d6162d48,668ef632030aa4df41d7cf0e,0,,
66328fcc162a9374d6162d48,668ef632030aa4df41d7cf0e,0,,
66328fcc162a9374d6162d48,668ef632030aa4df41d7cf0e,1,,
66328fcc162a9374d6162d48,668ef6458e3e9758468b0d07,0,,
66328fcc162a9374d6162d48,668ef6458e3e9758468b0d07,0,,
66328fcc162a9374d6162d48,668ef6458e3e9758468b0d07,1,,
66328fcc162a9374d6162d48,668ef66527ad88a76bd37a55,0,,
66328fcc162a9374d6162d48,668ef66527ad88a76bd37a55,0,,
66328fcc162a9374d6162d48,668ef66527ad88a76bd37a55,1,,
66328fcc162a9374d6162d48,668ef67255576665ca53567f,0,,
66328fcc162a9374d6162d48,668ef67255576665ca53567f,0,,
66328fcc162a9374d6162d48,668ef67255576665ca53567f,1,,
66328fcc162a9374d6162d48,668ef69244dfd7d9ff4ee846,0,,
66328fcc162a9374d6162d48,668ef69244dfd7d9ff4ee846,0,,
66328fcc162a9374d6162d48,668ef69244dfd7d9ff4ee846,1,,
66328fcc162a9374d6162d48,668ef6a055576665ca53568e,0,,
66328fcc162a9374d6162d48,668ef6a055576665ca53568e,0,,
66328fcc162a9374d6162d48,668ef6a055576665ca53568e,1,,
66328fcc162a9374d6162d48,668ef6c327ad88a76bd37a72,0,,
66328fcc162a9374d6162d48,668ef6c327ad88a76bd37a72,0,,
66328fcc162a9374d6162d48,668ef6c327ad88a76bd37a72,1,,
66328fcc162a9374d6162d48,668ef70855576665ca535691,0,,
66328fcc162a9374d6162d48,668ef70855576665ca535691,1,,
66328fcc162a9374d6162d48,668ef71a030aa4df41d7cf41,0,,
66328fcc162a9374d6162d48,668ef71a030aa4df41d7cf41,0,,
66328fcc162a9374d6162d48,668ef71a030aa4df41d7cf41,1,,
66328fcc162a9374d6162d48,668ef753030aa4df41d7cf52,0,,
66328fcc162a9374d6162d48,668ef753030aa4df41d7cf52,0,,
66328fcc162a9374d6162d48,668ef753030aa4df41d7cf52,1,,
66328fcc162a9374d6162d48,668ef7c1b186ad52d1752f02,0,,
66328fcc162a9374d6162d48,668ef7c1b186ad52d1752f02,0,,
66328fcc162a9374d6162d48,668ef7c1b186ad52d1752f02,1,,
66328fcc162a9374d6162d48,668ef7fb8e3e9758468b0d0c,0,,
66328fcc162a9374d6162d48,668ef7fb8e3e9758468b0d0c,0,,
66328fcc162a9374d6162d48,668ef7fb8e3e9758468b0d0c,1,,
66328fcc162a9374d6162d48,669ab36447325d70f95042ad,0,,
66328fcc162a9374d6162d48,669ab36447325d70f95042ad,0,,
66328fcc162a9374d6162d48,669ab36447325d70f95042ad,1,,
66328fcc162a9374d6162d48,669ab5ae47325d70f95042b2,0,,
66328fcc162a9374d6162d48,669ab5ae47325d70f95042b2,0,,
66328fcc162a9374d6162d48,669ab5ae47325d70f95042b2,1,,
66328fcc162a9374d6162d48,669ab5dbc5d1acd07c64d8fd,0,,
66328fcc162a9374d6162d48,669ab5dbc5d1acd07c64d8fd,0,,
66328fcc162a9374d6162d48,669ab5dbc5d1acd07c64d8fd,1,,
66328fcc162a9374d6162d48,669abca844eef54c26c42e67,0,,
66328fcc162a9374d6162d48,669abca844eef54c26c42e67,0,,
66328fcc162a9374d6162d48,669abca844eef54c26c42e67,1,,
66328fcc162a9374d6162d48,669ac1b27c09fc4b27c2963f,0,,
66328fcc162a9374d6162d48,669ac1b27c09fc4b27c2963f,0,,
66328fcc162a9374d6162d48,669ac1b27c09fc4b27c2963f,1,,
66328fcc162a9374d6162d48,669ac2820cf5db2785e95dff,0,,
66328fcc162a9374d6162d48,669ac2820cf5db2785e95dff,1,,
66328fcc162a9374d6162d48,669ac3777c09fc4b27c29650,0,,
66328fcc162a9374d6162d48,669ac3777c09fc4b27c29650,0,,
66328fcc162a9374d6162d48,669ac3777c09fc4b27c29650,1,,
66328fcc162a9374d6162d48,669ae3ca5d68b0116a446288,0,,
66328fcc162a9374d6162d48,669ae3ca5d68b0116a446288,0,,
66328fcc162a9374d6162d48,669ae3ca5d68b0116a446288,1,,
66328fcc162a9374d6162d48,669ae3efbb5d25c629f95bdd,0,,
66328fcc162a9374d6162d48,669ae3efbb5d25c629f95bdd,0,,
66328fcc162a9374d6162d48,669ae3efbb5d25c629f95bdd,1,,
66328fcc162a9374d6162d48,669ae4121700426371e9294d,0,,
66328fcc162a9374d6162d48,669ae4121700426371e9294d,1,,
66328fcc162a9374d6162d48,66a017a682123a1a6700689b,0,,
66328fcc162a9374d6162d48,66a017a682123a1a6700689b,0,,
